,ID_STUDENT,STUDENT_NAME,GENDER,GRADE_NAME,ID_PROJECT,PROJECT_NAME,CREATION_DATE,EDUCATIONAL_CENTRE_NAME,CODIGO_INSTITUCIONAL_FOD,DIRECCION_REGIONAL,REGION_NAME,PROVINCIA,CANTON,DISTRITO,PRIM_O_SEC,IF_VALUE,ELSEIF_VALUE,ELSE_VALUE,WHILE_VALUE,FOR_VALUE,DO_WHILE,ABSTRACTION,PARALLELISM,DATA_REPRESENTATION,DEADCODE,MISNAMING,CYCLOMATIC,NUMBER_OF_METHODS,NUMBER_OF_CLASSES,ARITHMETIC,LOGICAL,COMPARISON,AVG_CYCLO,CONTROL_FLOW,AVG_METHODS_BY_CLASS,CT_SCORE,DATE,YEAR_CREATION,MONTH_CREATION,DAY_CREATION
181,294636,Estudiante_1187,Hombre,Cuarto Grado,490,Nuevas oportunidades de la computación física,2019-11-05,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,6,0,0,5,1,0,2,2,2,3,1,30,18,8,0,0,2,1.6666666666666667,2.0,2.25,8.0,2019-11-05,2019,11,5
182,294632,Estudiante_1288,Mujer,Cuarto Grado,491,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,3,0,0,2,0,0,2,2,2,0,1,18,13,6,0,0,0,1.3846153846153846,2.0,2.1666666666666665,8.0,2019-11-12,2019,11,12
183,294630,Estudiante_1286,Hombre,Cuarto Grado,493,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,5,0,0,1,0,0,2,2,2,0,1,17,11,5,0,0,2,1.5454545454545454,2.0,2.2,8.0,2019-11-12,2019,11,12
184,294627,Estudiante_1284,Mujer,Cuarto Grado,495,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,1,0,0,0,0,0,2,2,2,0,0,4,3,1,0,0,0,1.3333333333333333,2.0,3.0,8.0,2019-11-12,2019,11,12
185,294625,Estudiante_1282,Mujer,Cuarto Grado,497,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,5,0,0,4,0,0,2,2,2,11,1,27,20,7,0,0,1,1.35,2.0,2.857142857142857,8.0,2019-11-12,2019,11,12
186,294623,Estudiante_1280,Mujer,Cuarto Grado,499,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,4,0,0,2,2,0,2,2,2,0,2,21,12,6,0,0,2,1.75,2.0,2.0,8.0,2019-11-12,2019,11,12
187,294622,Estudiante_1278,Hombre,Cuarto Grado,501,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,2,0,0,5,1,0,2,2,2,3,1,23,14,8,0,0,1,1.6428571428571428,2.0,1.75,8.0,2019-11-12,2019,11,12
188,294621,Estudiante_1276,Hombre,Cuarto Grado,503,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,5,0,0,2,1,0,2,2,2,0,1,21,12,5,0,0,1,1.75,2.0,2.4,8.0,2019-11-12,2019,11,12
189,294620,Estudiante_1274,Mujer,Cuarto Grado,505,Nuevas oportunidades de la computación física,2019-11-05,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,6,0,0,3,1,0,2,2,2,0,0,25,14,6,0,0,2,1.7857142857142858,2.0,2.3333333333333335,8.0,2019-11-05,2019,11,5
190,294593,Estudiante_1272,Hombre,Cuarto Grado,507,Nuevas oportunidades de la computación física,2019-11-05,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,4,0,0,4,0,0,2,2,2,2,2,24,16,5,0,0,1,1.5,2.0,3.2,8.0,2019-11-05,2019,11,5
191,294592,Estudiante_1270,Mujer,Cuarto Grado,509,Nuevas oportunidades de la computación física,2019-11-05,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,5,0,0,3,1,0,2,2,2,4,1,30,20,6,0,0,3,1.5,2.0,3.3333333333333335,8.0,2019-11-05,2019,11,5
192,294590,Estudiante_1268,Hombre,Cuarto Grado,511,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,8,0,0,4,1,0,2,2,2,0,1,34,20,7,0,0,2,1.7,2.0,2.857142857142857,8.0,2019-11-12,2019,11,12
193,294589,Estudiante_1266,Mujer,Cuarto Grado,513,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,3,0,0,1,1,0,2,2,2,0,1,15,9,4,0,0,2,1.6666666666666667,2.0,2.25,8.0,2019-11-12,2019,11,12
194,294588,Estudiante_1264,Mujer,Cuarto Grado,515,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,3,0,0,1,1,0,2,2,2,0,1,15,9,4,0,0,2,1.6666666666666667,2.0,2.25,8.0,2019-11-12,2019,11,12
195,294586,Estudiante_1262,Hombre,Cuarto Grado,517,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,6,0,0,1,0,0,2,2,2,1,0,21,14,4,0,0,2,1.5,2.0,3.5,8.0,2019-11-12,2019,11,12
196,294585,Estudiante_1260,Mujer,Cuarto Grado,519,Nuevas oportunidades de la computación física,2019-11-12,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,8,0,0,3,0,0,2,2,2,5,1,32,21,7,0,0,2,1.5238095238095237,2.0,3.0,8.0,2019-11-12,2019,11,12
197,294559,Estudiante_1258,Mujer,Cuarto Grado,521,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,2,0,0,1,1,0,2,2,2,0,2,12,7,3,0,0,1,1.7142857142857142,2.0,2.3333333333333335,8.0,2019-11-14,2019,11,14
198,294555,Estudiante_1254,Hombre,Cuarto Grado,525,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,1,0,0,0,0,0,1,1,0,1,0,5,4,1,0,0,1,1.25,2.0,4.0,4.0,2019-11-14,2019,11,14
199,294554,Estudiante_1252,Hombre,Cuarto Grado,527,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,1,0,0,0,1,0,2,2,0,1,2,11,8,3,0,0,1,1.375,2.0,2.6666666666666665,6.0,2019-11-14,2019,11,14
200,294553,Estudiante_1250,Hombre,Cuarto Grado,529,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,4,0,0,1,0,0,2,2,2,4,1,19,13,5,0,0,1,1.4615384615384615,2.0,2.6,8.0,2019-11-14,2019,11,14
201,294552,Estudiante_1248,Mujer,Cuarto Grado,531,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,4,0,0,2,1,0,2,2,2,1,1,24,16,6,0,0,1,1.5,2.0,2.6666666666666665,8.0,2019-11-14,2019,11,14
202,294551,Estudiante_1246,Hombre,Cuarto Grado,533,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,1,0,0,1,1,0,2,2,0,2,1,13,9,5,0,0,1,1.4444444444444444,2.0,1.8,6.0,2019-11-14,2019,11,14
203,294550,Estudiante_1244,Hombre,Cuarto Grado,535,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,0,0,0,0,0,0,1,1,0,2,1,4,4,1,0,0,0,1.0,1.0,4.0,3.0,2019-11-14,2019,11,14
204,294549,Estudiante_1242,Hombre,Cuarto Grado,537,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,1,0,0,1,1,0,2,2,0,9,1,16,12,4,0,0,1,1.3333333333333333,2.0,3.0,6.0,2019-11-14,2019,11,14
205,294548,Estudiante_1240,Mujer,Cuarto Grado,539,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,2,0,0,1,0,0,2,2,2,0,1,11,7,3,0,0,1,1.5714285714285714,2.0,2.3333333333333335,8.0,2019-11-14,2019,11,14
206,294547,Estudiante_1238,Mujer,Cuarto Grado,541,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,2,0,0,1,1,0,2,2,2,1,2,13,8,3,0,0,1,1.625,2.0,2.6666666666666665,8.0,2019-11-14,2019,11,14
207,294546,Estudiante_1236,Mujer,Cuarto Grado,543,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,1,0,0,0,1,0,2,1,0,0,0,8,5,2,0,0,1,1.6,2.0,2.5,5.0,2019-11-14,2019,11,14
208,294544,Estudiante_1234,Hombre,Cuarto Grado,545,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,0,0,0,1,0,0,2,0,0,0,1,5,4,3,0,0,0,1.25,2.0,1.3333333333333333,4.0,2019-11-14,2019,11,14
209,294542,Estudiante_1232,Hombre,Cuarto Grado,547,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,0,0,0,1,0,0,2,0,0,0,1,5,4,3,0,0,0,1.25,2.0,1.3333333333333333,4.0,2019-11-14,2019,11,14
210,294541,Estudiante_1230,Hombre,Cuarto Grado,549,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,0,0,0,0,0,0,2,0,0,1,12,4,4,2,0,0,0,1.0,1.0,2.0,3.0,2019-11-14,2019,11,14
211,294540,Estudiante_1228,Hombre,Cuarto Grado,551,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,3,0,0,2,0,0,2,2,0,1,0,9,4,2,0,0,2,2.25,3.0,2.0,7.0,2019-11-14,2019,11,14
212,294538,Estudiante_1226,Mujer,Cuarto Grado,553,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,3,0,0,1,2,0,2,2,2,0,1,18,10,4,0,0,2,1.8,2.0,2.5,8.0,2019-11-14,2019,11,14
213,294537,Estudiante_1224,Hombre,Cuarto Grado,555,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,3,0,0,1,2,0,2,2,2,1,1,21,13,5,0,0,2,1.6153846153846154,2.0,2.6,8.0,2019-11-14,2019,11,14
214,294536,Estudiante_1222,Hombre,Cuarto Grado,557,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,2,0,0,1,1,0,2,2,2,6,2,18,13,4,0,0,1,1.3846153846153846,2.0,3.25,8.0,2019-11-14,2019,11,14
215,294361,Estudiante_1220,Mujer,Cuarto Grado,558,Nuevas oportunidades de la computación física,2019-10-28,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,5,0,0,2,1,0,2,2,2,1,1,23,14,7,0,0,3,1.6428571428571428,2.0,2.0,8.0,2019-10-28,2019,10,28
216,294357,Estudiante_1216,Mujer,Cuarto Grado,561,Nuevas oportunidades de la computación física,2019-11-11,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,6,0,0,3,1,0,2,2,2,0,1,25,15,6,0,0,2,1.6666666666666667,2.0,2.5,8.0,2019-11-11,2019,11,11
217,294356,Estudiante_1214,Mujer,Cuarto Grado,563,Nuevas oportunidades de la computación física,2019-11-04,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,5,0,0,2,3,0,2,2,2,0,0,24,13,5,0,0,3,1.8461538461538463,2.0,2.6,8.0,2019-11-04,2019,11,4
218,294355,Estudiante_1212,Mujer,Cuarto Grado,565,Nuevas oportunidades de la computación física,2019-11-11,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,7,0,0,1,1,0,2,2,2,0,2,24,14,5,0,0,4,1.7142857142857142,2.0,2.8,8.0,2019-11-11,2019,11,11
219,294353,Estudiante_1210,Mujer,Cuarto Grado,567,Nuevas oportunidades de la computación física,2019-10-28,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,5,0,0,2,1,0,2,2,2,1,1,23,14,7,0,0,3,1.6428571428571428,2.0,2.0,8.0,2019-10-28,2019,10,28
220,294352,Estudiante_1208,Hombre,Cuarto Grado,569,Nuevas oportunidades de la computación física,2019-11-04,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,3,0,0,2,3,0,2,2,2,1,2,19,10,5,0,0,1,1.9,2.0,2.0,8.0,2019-11-04,2019,11,4
221,294351,Estudiante_1206,Hombre,Cuarto Grado,571,Nuevas oportunidades de la computación física,2019-11-11,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,5,0,0,2,0,0,2,2,2,0,1,17,11,5,0,0,3,1.5454545454545454,2.0,2.2,8.0,2019-11-11,2019,11,11
222,294348,Estudiante_1204,Hombre,Cuarto Grado,573,Nuevas oportunidades de la computación física,2019-11-04,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,2,0,0,2,1,0,2,1,2,1,1,12,7,5,0,0,1,1.7142857142857142,2.0,1.4,7.0,2019-11-04,2019,11,4
223,294347,Estudiante_1202,Hombre,Cuarto Grado,575,Nuevas oportunidades de la computación física,2019-10-28,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,9,0,0,2,1,0,2,2,2,7,0,34,21,6,0,0,3,1.619047619047619,2.0,3.5,8.0,2019-10-28,2019,10,28
224,294344,Estudiante_1200,Hombre,Cuarto Grado,577,Nuevas oportunidades de la computación física,2019-11-04,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,1,0,0,1,0,0,2,1,0,3,1,11,8,3,0,0,1,1.375,2.0,2.6666666666666665,5.0,2019-11-04,2019,11,4
225,294342,Estudiante_1198,Mujer,Cuarto Grado,579,Nuevas oportunidades de la computación física,2019-11-11,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,6,0,0,1,1,0,2,2,2,2,3,23,15,6,0,0,3,1.5333333333333334,2.0,2.5,8.0,2019-11-11,2019,11,11
226,294338,Estudiante_1196,Hombre,Cuarto Grado,581,Nuevas oportunidades de la computación física,2019-10-28,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,8,0,0,2,3,0,2,2,2,1,4,29,16,7,0,0,4,1.8125,2.0,2.2857142857142856,8.0,2019-10-28,2019,10,28
227,294337,Estudiante_1194,Hombre,Cuarto Grado,583,Nuevas oportunidades de la computación física,2019-11-11,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,4,0,0,2,2,0,2,2,2,0,2,17,9,5,0,0,2,1.8888888888888888,2.0,1.8,8.0,2019-11-11,2019,11,11
228,294336,Estudiante_1192,Hombre,Cuarto Grado,585,Nuevas oportunidades de la computación física,2019-10-28,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,4,0,0,2,4,0,2,2,2,4,3,26,15,5,0,0,2,1.7333333333333334,2.0,3.0,8.0,2019-10-28,2019,10,28
229,159125,Estudiante_1294,Hombre,Cuarto Grado,590,Nuevas oportunidades de la computación física,2019-11-14,PRIMO VARGAS VALVERDE,825,Alajuela,Urbano,Alajuela,Orotina,Orotina,Primaria,2,0,0,2,3,0,2,2,2,3,2,19,12,4,0,0,1,1.5833333333333333,2.0,3.0,8.0,2019-11-14,2019,11,14
230,190026,Estudiante_1696,Mujer,Sexto Grado,593,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-08-30,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,31,0,0,6,0,0,2,2,3,0,0,73,29,12,0,0,19,2.5172413793103448,3.0,2.4166666666666665,10.0,2019-08-30,2019,8,30
231,274645,Estudiante_1704,Hombre,Quinto Grado,597,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-10-11,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,5,0,0,0,2,0,2,2,3,0,1,26,11,6,1,2,6,2.3636363636363638,3.0,1.8333333333333333,10.0,2019-10-11,2019,10,11
232,274646,Estudiante_1708,Mujer,Quinto Grado,599,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-10-11,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,5,0,0,0,2,0,2,2,3,0,1,23,9,5,1,1,5,2.5555555555555554,3.0,1.8,10.0,2019-10-11,2019,10,11
233,274648,Estudiante_1712,Mujer,Sexto Grado,601,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-08-30,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,31,0,0,6,0,0,2,2,3,2,0,75,31,12,0,0,19,2.4193548387096775,3.0,2.5833333333333335,10.0,2019-08-30,2019,8,30
234,274651,Estudiante_1716,Mujer,Sexto Grado,603,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-08-30,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,31,0,0,6,0,0,2,2,3,0,0,73,29,12,0,0,19,2.5172413793103448,3.0,2.4166666666666665,10.0,2019-08-30,2019,8,30
235,274653,Estudiante_1720,Mujer,Sexto Grado,605,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-08-30,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,31,0,0,6,0,0,2,2,3,1,0,78,34,12,0,0,19,2.2941176470588234,3.0,2.8333333333333335,10.0,2019-08-30,2019,8,30
236,274655,Estudiante_1724,Mujer,Sexto Grado,607,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-08-30,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,31,0,0,6,0,0,2,2,3,0,0,73,29,12,0,0,19,2.5172413793103448,3.0,2.4166666666666665,10.0,2019-08-30,2019,8,30
237,274658,Estudiante_1728,Hombre,Sexto Grado,609,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-08-30,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,31,0,0,6,0,0,2,2,3,0,0,73,29,12,0,0,19,2.5172413793103448,3.0,2.4166666666666665,10.0,2019-08-30,2019,8,30
238,274659,Estudiante_1732,Mujer,Sexto Grado,611,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-08-30,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,31,0,0,6,0,0,2,2,3,0,0,73,29,12,0,0,19,2.5172413793103448,3.0,2.4166666666666665,10.0,2019-08-30,2019,8,30
239,274660,Estudiante_1736,Mujer,Sexto Grado,613,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-08-30,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,31,0,0,6,0,0,2,2,3,1,0,78,34,12,0,0,19,2.2941176470588234,3.0,2.8333333333333335,10.0,2019-08-30,2019,8,30
240,274640,Estudiante_1740,Mujer,Quinto Grado,615,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-10-11,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,5,0,0,0,2,0,2,2,3,0,1,26,11,6,1,2,6,2.3636363636363638,3.0,1.8333333333333333,10.0,2019-10-11,2019,10,11
241,274641,Estudiante_1744,Hombre,Quinto Grado,617,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-10-11,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,5,0,0,0,2,0,2,2,3,0,0,22,7,4,1,2,6,3.142857142857143,3.0,1.75,10.0,2019-10-11,2019,10,11
242,274642,Estudiante_1748,Mujer,Quinto Grado,619,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-08-09,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,5,0,0,0,2,0,2,2,3,0,0,25,10,6,1,2,6,2.5,3.0,1.6666666666666667,10.0,2019-08-09,2019,8,9
243,274643,Estudiante_1752,Hombre,Quinto Grado,621,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-10-18,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,5,0,0,0,2,0,2,2,3,0,0,22,7,4,1,2,6,3.142857142857143,3.0,1.75,10.0,2019-10-18,2019,10,18
244,487407,Estudiante_1762,Hombre,Quinto Grado,625,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-10-11,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,5,0,0,0,2,0,2,2,3,0,1,26,11,6,1,2,6,2.3636363636363638,3.0,1.8333333333333333,10.0,2019-10-11,2019,10,11
245,487408,Estudiante_1764,Mujer,Quinto Grado,626,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-10-11,LAGOS DEL COYOL,739,Alajuela,Urbano,Alajuela,Alajuela,Garita,Primaria,5,0,0,0,2,0,2,2,3,0,1,23,9,5,1,1,5,2.5555555555555554,3.0,1.8,10.0,2019-10-11,2019,10,11
246,277229,Estudiante_1830,Hombre,Cuarto Grado,654,Nuevas oportunidades de la computación física,2019-11-22,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,6,0,0,4,4,0,2,2,2,2,0,28,14,5,0,0,3,2.0,2.0,2.8,8.0,2019-11-22,2019,11,22
247,277233,Estudiante_1832,Mujer,Cuarto Grado,656,Nuevas oportunidades de la computación física,2019-05-31,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,7,0,0,4,3,0,2,2,2,1,0,30,15,5,0,0,4,2.0,2.0,3.0,8.0,2019-05-31,2019,5,31
248,277235,Estudiante_1836,Hombre,Cuarto Grado,658,Nuevas oportunidades de la computación física,2019-11-22,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,7,0,0,4,3,0,2,2,2,2,0,29,14,5,0,0,4,2.0714285714285716,3.0,2.8,9.0,2019-11-22,2019,11,22
249,277237,Estudiante_1840,Mujer,Cuarto Grado,660,Nuevas oportunidades de la computación física,2019-11-29,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,7,0,0,4,3,0,2,2,2,3,0,33,18,5,0,0,4,1.8333333333333333,2.0,3.6,8.0,2019-11-29,2019,11,29
250,277246,Estudiante_1844,Hombre,Cuarto Grado,662,Nuevas oportunidades de la computación física,2019-05-31,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,6,0,0,5,3,0,2,2,2,0,3,28,13,5,0,0,2,2.1538461538461537,3.0,2.6,9.0,2019-05-31,2019,5,31
251,277272,Estudiante_1849,Mujer,Cuarto Grado,665,Nuevas oportunidades de la computación física,2019-11-29,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,7,0,0,4,3,0,2,2,2,1,0,29,14,5,0,0,4,2.0714285714285716,3.0,2.8,9.0,2019-11-29,2019,11,29
252,429062,Estudiante_1854,Mujer,Tercer Grado,666,Juego y aprendo creando mi primer juego programado en Scratch,2019-11-27,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,18,0,0,2,0,0,2,2,0,0,0,33,13,8,0,0,0,2.5384615384615383,3.0,1.625,7.0,2019-11-27,2019,11,27
253,429094,Estudiante_1856,Mujer,Tercer Grado,667,Juego y aprendo creando mi primer juego programado en Scratch,2019-12-09,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,0,0,0,3,0,0,0,0,0,0,1,5,3,3,0,0,0,1.6666666666666667,2.0,1.0,2.0,2019-12-09,2019,12,9
254,429097,Estudiante_1858,Hombre,Tercer Grado,668,Juego y aprendo creando mi primer juego programado en Scratch,2019-11-27,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,18,0,0,9,0,0,2,2,2,0,0,40,13,8,0,0,0,3.076923076923077,3.0,1.625,9.0,2019-11-27,2019,11,27
255,429103,Estudiante_1862,Hombre,Tercer Grado,670,Juego y aprendo creando mi primer juego programado en Scratch,2019-11-27,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,18,0,0,9,0,0,2,2,2,0,0,40,13,8,0,0,0,3.076923076923077,3.0,1.625,9.0,2019-11-27,2019,11,27
256,429108,Estudiante_1864,Mujer,Tercer Grado,671,Juego y aprendo creando mi primer juego programado en Scratch,2019-11-27,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,11,0,0,8,0,0,2,2,2,0,0,31,12,8,0,0,0,2.5833333333333335,3.0,1.5,9.0,2019-11-27,2019,11,27
257,429320,Estudiante_1866,Hombre,Cuarto Grado,672,Nuevas oportunidades de la computación física,2019-11-29,ERMIDA BLANCO GONZALEZ,928,Occidente,Urbano,Alajuela,Palmares,Granja,Primaria,6,0,0,5,3,0,2,2,2,0,0,28,13,5,0,0,2,2.1538461538461537,3.0,2.6,9.0,2019-11-29,2019,11,29
